review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
"Overall, service was excellent!",6,1,0,0,0,0.6114,Good
Absolutely Horrible would never recommend this property or Fairfield Inn and Suites to anyone,14,1,0,0,1,-0.7098,Good
The Marriott is known for their quality,7,0,0,0,0,0,Average
This is not quality and should not be affiliated with Marriott in any way shape or form,17,0,0,0,0,0,Average
The hotel overall was nice and clean just wished the pool was open,13,1,0,0,0,0.6705,Good
But it was a great experience,6,1,0,0,0,0.7684,Good
"Five thumbs up to your AWESOME, AMAZING, FABULOUS, Am/pm/overnight front seat agents!!! Keep up the good work guys",24,2,0,0,0,0.96,Good
I really enjoyed my stay here,6,1,0,0,0,0.5563,Good
Great breakfast!,3,2,0,0,0,0.6588,Good
When checking in the room wasn't ready,8,0,0,0,0,-0.2755,Worst
We were not told that the pool was closed either,10,0,0,0,0,0,Average
The room was dirty,4,0,0,0,1,-0.4404,Worst
There were crumbs on the beds,6,0,0,0,0,0,Average
The staff seemed over worked and do not have enough help,11,0,0,0,0,-0.3089,Worst
I would highly suggest finding a different hotel to stay at,11,0,0,0,0,0,Average
Great service,2,2,0,0,0,0.6249,Good
Very noisy especially from the dump truck emptying the dumpster at around 5 in the morning,16,0,0,0,1,-0.7233,Worst
Extremely low water pressure,4,0,0,0,0,-0.5936,Worst
Great stay at this hotel,5,1,0,0,0,0.6249,Good
Staff were very friendly and accommodating,6,1,0,0,0,0.5413,Good
Helpful in referencing places to go,6,1,0,0,0,0.4215,Good
Amazing stay at this hotel and I do plan on coming back,12,1,0,0,0,0.5859,Good
Always enjoy my stay at Marriott chains,7,0,0,0,0,0.4939,Good
Business trip for local event,5,0,0,0,0,0,Average
"Truly enjoyed the breakfast, workout room (with free weights - added perk) and indoor pool",18,1,0,0,0,0.8591,Good
"My room was clean, comfortable, and had many amenities",11,2,0,0,0,0.7184,Good
The hotel had a large parking lot that could accommodate my pickup and trailer,14,0,0,0,0,0,Average
Nearby shopping was also helpful,5,1,0,0,0,0.4215,Good
"Within budget, would recommend and stay again",8,2,0,0,0,0.3612,Good
It was okay,3,0,1,1.5,0,0.2263,Medium
walls very thin so u can hear everything even when someone turning on their water,15,0,0,0,0,0,Average
The peopke are nice their,5,0,0,0,0,0.4215,Good
There complementary breakfast was awesome every morning stayed for a week,11,1,0,0,0,0.6249,Good
they make healthy breakfast as well like veggie sausage ans turkey bacon,12,0,0,0,0,0.743,Good
Their eggs are great my 1 yr old love the yogurt and they also have waffles u make,18,2,0,0,1,0.8519,Good
Its an indoor pool suppose to b warm but to me it was not warm it waa not ice cold either compared to outside,24,0,0,0,0,-0.1403,Worst
Didnt see a Jacuzzi though,5,0,0,0,0,0,Average
Price was over quality,4,0,0,0,0,0,Average
Needs updating of beds,4,0,0,0,0,0,Average
Pool needs not to smell as if it had shock in it,12,0,0,0,1,-0.3818,Worst
Everything was just right,4,0,0,0,0,0,Average
Kids loved the pool,4,1,0,0,0,0.5994,Good
Breakfast was just enough,4,0,0,0,0,0,Average
very comfortable beds,3,1,0,0,0,0.5563,Good
"Great staff, clean rooms what more could you ask for",11,3,0,0,0,0.7783,Good
#NAME?,6,0,0,0,0,0,Average
#NAME?,15,1,0,0,0,0.2023,Good
#NAME?,4,0,0,0,1,-0.4404,Worst
- Half-filled shampoo and lotion bottles (i,8,0,0,0,0,0,Average
used),2,0,0,0,0,0,Average
- Room didn't smell particularly fresh,7,1,0,0,1,-0.2912,Good
#NAME?,4,0,0,0,0,0,Average
#NAME?,7,0,0,0,0,-0.4588,Worst
"- Plug on lamp didn't work, which required me to charge my phone from my computer",18,0,0,0,0,0,Average
#NAME?,7,0,1,0,0,0.1154,Average
typical,1,0,0,0,0,0,Average
Nice staff,2,0,0,0,0,0.4215,Good
I visited on what seemed to be a very busy weekend,11,0,0,0,0,0,Average
I enjoyed my stay but I wish that I received more help when it came down to finding something that was left behind,23,1,0,0,0,0.8654,Good
I am worried that it was picked up by someone,10,0,0,0,0,-0.296,Worst
I also saw a few things behind areas that were left behind as far as food wrappers and things like that,21,0,0,0,0,0.3612,Good
So I know that the rooms aren’t cleaned very detailed,12,0,0,0,0,0,Average
Great breakfast and nice clean room,6,4,0,0,0,0.8625,Good
I enjoyed my stay at Fairfield Inn and Suites the staff was very courteous and the hotel is very neatly kept,21,2,0,0,0,0.862,Good
Housekeeping cleans on a daily basis and you get complementary breakfast,11,0,0,0,0,0,Average
Very nice and quiet stay,5,1,0,0,0,0.4754,Good
Staff friendly and nice rooms,5,0,0,0,0,0.7184,Good
Comfy beds and nice bathrooms,5,0,0,0,0,0.4215,Good
Definitely would recommend,3,1,0,0,0,0.6369,Good
Buena atencion,2,0,0,0,0,0,Average
"Limpieza, iluminacion y servicios de primera",7,0,0,0,0,0,Average
Al dormir hay q exigir mejores almohadas,7,0,0,0,0,0,Average
clean comfortable roms,3,2,0,0,0,0.7184,Good
This hotel is vefy nice and we had no problems,10,0,0,0,0,0.6197,Good
Breakfast was great,3,1,0,0,0,0.6249,Good
I mistakenly left clothes behind in the closet,8,0,0,0,0,-0.296,Worst
Raj was very proactive I getting a hold of me to ensure they returned,14,0,0,0,0,0.6901,Good
Delivered by FedEx to my home the next day,9,0,0,0,0,0,Average
Thank you very much for keeping me in peace and great feeling,12,1,0,0,0,0.891,Good
"Nice place to stay with good amenities (breakfast, pool, fitness room, etc)",17,0,0,0,0,0.7783,Good
"However, if you need or are used to spacious rooms; look into other options",16,1,0,0,0,0,Good
Enjoyed a confortable pleasant stay,5,3,0,0,0,0.765,Good
"The staff was courteous and polite, and the breakfast was good",12,2,0,0,0,0.7351,Good
The room was too bright at night for me to sleep at all,13,0,0,0,0,0.4404,Good
Just spent my first night and was very nice,9,0,0,0,0,0.4754,Good
We checked in very late,5,0,0,0,0,0,Average
The gym is available 24hrs/day so I was able to work out,12,0,0,0,0,0,Average
great!  Fantastic gym! Roomy and well equipped,9,2,0,0,0,0.8856,Good
Coffee was also available at 10:30 PM so that was a welcome surprise,13,0,0,0,0,0.6249,Good
Sadly I cannot remember the lady at the desk but she was so helpful,15,1,0,0,0,0.6155,Good
The room was clean and the beds were comfortable,9,2,0,0,0,0.7184,Good
"Breakfast was great, first time I tried vegetarian sausage, not bad",13,1,1,0,0,0.7876,Good
Great stay,2,1,0,0,0,0.6249,Good
My stay with Marriott chains are always pleasant and if any small things that can be addressed and fixed immediately,20,1,0,0,0,0.5106,Good
2nd time staying at this hotel and both times have been great,12,1,0,0,0,0.6249,Good
Employees are very welcoming and friendly,6,1,0,0,0,0.7688,Good
Hotel is extremely clean and well organized,7,1,0,0,0,0.6549,Good
Loved the big shower in the king suit and the fact that I didn't have to kneel down to take a shower like I do in most hotel showers,30,1,0,0,0,0.7506,Good
Great breakfast selection in the morning which makes the day start off on the right foot,16,2,0,0,0,0.6249,Good
Only complaint I would have is that the mattress could be of better quality,14,0,0,0,0,0.1779,Good
"Muy buen hotel para alojarse en Austin, por turismo o trabajo",12,0,0,0,0,0,Average
"Ubicado sobre una Autopista principal, si bien está en el Norte de la ciudad, permite un rápido acceso a Downtown en 20 minutos",25,0,0,0,0,0,Average
"Moderno, limpio y confortable",5,0,0,0,0,0,Average
El desayuno es muy bueno y las condiciones generales del Hotel son óptimas,13,0,0,0,0,0,Average
"Quiero destacar especialmente la amabilidad, cortesía y dedicación del personal de recepción, siempre muy atentos para solucionar cualquier inquietud",21,0,0,0,0,0,Average
"El único aspecto en contra que quiero resaltar también, es que la piscina estaba cerrada, cosa que no estaba debidamente aclarado al reservar el hotel",27,0,0,0,0,-0.296,Worst
"Parece un detalle menor, pero no lo es cuando uno selecciona el hotel, entre los que tienen piscina disponible",21,0,0,0,0,-0.296,Worst
No me gusta pagar por servicios que no están disponibles,10,0,0,0,0,-0.5267,Worst
"No obstante esto último, recomiendo éste Hotel",8,0,0,0,0,-0.296,Worst
"Across-the-board great, friendly, helpful customer service",8,2,0,0,0,0.8779,Good
The rooms were exactly what we were expecting,8,0,0,0,0,0,Average
The rates were better than we expected for what we got,11,0,0,0,0,0.4404,Good
The entire hotel was very clean,6,1,0,0,0,0.4576,Good
"The location was great, because there was plenty of things to do and places to eat around it as well",21,1,0,0,0,0.7351,Good
Excellent,1,1,0,0,0,0.5719,Good
I was like a good area,6,0,0,0,0,0.6597,Good
I’m living in Virginia,6,0,0,0,0,0,Average
If i want to go to Austin once again I will go to fairfield Inn &suites Astin thanks again,20,0,0,0,0,0.4939,Good
"great experience, friendly staff, breakfast amazing",8,3,0,0,0,0.9022,Good
Estuvimos muy cómodos en nuestra estancia,6,0,0,0,0,0,Average
Omg the beds and pillows are amazing,7,1,0,0,0,0.5859,Good
They were working to install a bunch of TV's on our floor in the morning,16,0,0,0,0,0,Average
Also there were too many Marriott's in Austin named Fairfield,11,0,0,0,0,0,Average
가격만족,0,0,0,0,0,0,Neutral
Indoor pool! Got to take my kids swimming on a 40* day in December!,17,0,0,0,0,0,Average
A very comfortable and hospitable place,6,1,0,0,0,0.5563,Good
My stay was awesome,4,1,0,0,0,0.6249,Good
Excellent location,2,1,0,0,0,0.5719,Good
"I have e enjoyed my stay, I try to use Marriott whenever I travel",15,1,0,0,0,0.5106,Good
I enjoyed my stay,4,1,0,0,0,0.5106,Good
Staff was very friendly and accommodating,6,1,0,0,0,0.5413,Good
"Clean place, bed was a little uncomfortable, breakfast in the mornings",13,1,0,0,1,0.101,Good
They tend to run out of coffee,7,0,0,0,0,0,Average
I stay at this property 20 plus nights per year and love that it is close to The Domain as well as one of my offices,26,1,0,0,0,0.743,Good
Trip for a funeral,4,0,0,0,0,-0.3612,Worst
We were comfortable and it was a good value,9,2,0,0,0,0.8225,Good
"Friendly staff, clean and tidy",6,2,0,0,0,0.7096,Good
Just as nice as any Marriott hotel,7,0,0,0,0,0.4215,Good
It's ok,3,0,1,0,0,0.296,Average
Nothing to write home about but it's not a bad place by any stretch of the imagination,18,0,0,0,0,0.5824,Good
The rooms are relatively large and the staff is friendly,10,0,0,0,0,0.4939,Good
"Otherwise, it's probably what you'd expect - pretty standard breakfast, decor, beds, etc",19,0,1,0,0,0.4939,Average
It's close to tech places but there's little to do around it,14,0,0,0,0,0,Average
"Awesome hotel, enjoy all the amenities!!!",10,1,0,0,0,0.8472,Good
Hotel staff were very friendly and the hotel was very clean,11,1,0,0,0,0.7569,Good
Complimentary breakfast was good (except for the vegetarian sausage),11,0,0,0,0,0.7003,Good
I've stayed at this Fairfield Inn & Suites several times over the past several years and have always had great customer service,23,1,0,0,0,0.6249,Good
"If an issue arises, they are prompt and courteous to get it resolved swiftly for their guests",18,1,0,0,1,0.7351,Good
Was very pleased with the accommodations at the Fairfield Inn,10,0,0,0,0,0.4927,Good
Staff was very helpful and friendly and complimentary breakfast one of the best we have ever experienced,17,2,0,0,0,0.9281,Good
Will stay here again the next time we are in Austin,11,0,0,0,0,0,Average
Optamos por esse hotel no final de semana que fomos a Fórmula 1,13,0,0,0,0,-0.296,Worst
"É um hotel simples, novo",6,0,0,0,0,0,Average
Para o nosso propósito de dormir foi bem atendido! Honesto,11,0,0,0,0,0,Average
|O quarto que reservamos para 4 pessoas não estava disponível,10,0,0,0,0,0,Average
"Ficamos em 2 quartos separados, esse ponto foi desagradável!",11,0,0,0,0,0,Average
"Friendly staff, clean room, good breakfast",8,3,0,0,0,0.8316,Good
Best thing about this hotel was the front desk staff and service,12,1,0,0,0,0.6369,Good
Anna was excellent as well as the evening desk clerk,10,1,0,0,0,0.7003,Good
The beds were just horrible,5,0,0,0,1,-0.5423,Worst
I did not get a good night's sleep,9,0,0,0,0,-0.3412,Worst
The room was clean but dated,6,1,0,0,0,0.2144,Good
The hotel is off of the feeder road so it was noisy inside our room,15,0,0,0,1,-0.2415,Worst
The breakfast was standard,4,0,1,0,0,0,Average
While we were eating breakfast two people walked on off the street fixed plates of food and left,18,0,0,0,0,0,Average
The front desk clerk was in the back,8,0,0,0,0,0,Average
At that point I really did not feel safe anymore,10,0,0,0,0,-0.3412,Worst
I am not sure if that is a common in this area,12,0,0,0,0,-0.2411,Worst
The staff was great and the room appeared clean but there was a musty smell,15,2,0,0,1,0.5267,Good
I didn’t report it because it was late and I didn’t have time to look for something else,22,0,0,0,0,0,Average
The rooms there were limited I stayed the night and said I just wouldn’t come back,18,0,0,0,0,-0.2263,Worst
"When we arrived there was no towels, we notified front desk and they immediately gave them to us, they were very friendly",24,0,0,0,0,0.3167,Good
"We had a restful night, beds were very comfortable and breakfast was great",14,2,0,0,0,0.8805,Good
We'll  definitely stay here again when in town,9,0,0,0,0,0.4019,Good
Too many hispanics in the Breakfast Buffet Room was nice and Clean,12,1,0,0,0,0.6705,Good
Very disappointed,2,0,0,0,2,-0.5256,Worst
"Despite having do not disturb sign out, someone entered my room and took a phone charger out of my bag",21,0,0,0,0,0.3089,Good
I called the front desk and they suggested it was just displaced,12,0,0,0,0,0,Average
Dishonest staff,2,0,0,0,0,-0.5719,Worst
i am a Marriott gold member and will never stay at this property again,14,0,0,0,0,0,Average
call to confirm you have a room before you check in!,12,0,0,0,0,0,Average
I really enjoyed my stay,5,1,0,0,0,0.5563,Good
"From the minute I walked into the facility, the friendly staff greeted me and got me checked in quickly",20,1,0,0,0,0.6486,Good
"The facility décor is nice, updated, clean and inviting",11,2,0,0,0,0.7783,Good
The room was clean and nicely appointed with separate living room area from the bedroom,15,1,0,0,0,0.6808,Good
I would recommend rooms on the front side of building as you do get some traffic noise on the back side of building,23,1,0,0,1,0.3612,Good
You have easy access on and off IH-35 and there are plenty of restaurants and shopping close by,18,0,0,0,0,0.4404,Good
This location was close to our family we were visiting and easy to access the freeways,16,0,0,0,0,0.4404,Good
Great service,2,2,0,0,0,0.6249,Good
Clean rooms,2,1,0,0,0,0.4019,Good
Great breakfast,2,2,0,0,0,0.6249,Good
The hotel staff was so friendly and helpful,8,1,0,0,0,0.8009,Good
It was clean and the breakfast was great,8,2,0,0,0,0.7783,Good
"Good, like I said the room could’ve been vacuumed and it wet near the fridge",18,0,0,0,0,0.6597,Good
