review,total_word_count,count_good,count_average,count_medium,count_worst,sentiment,predicted_sentiment
only complaint i would have is that the mattress could be of better quality,14,0,0,0.0,0,Good,Good
muy buen hotel para alojarse en austin por turismo o trabajo,12,0,0,0.0,0,Average,Average
ubicado sobre una autopista principal si bien está en el norte de la ciudad permite un rápido acceso a downtown en minutos,25,0,0,0.0,0,Average,Average
moderno limpio y confortable,5,0,0,0.0,0,Average,Average
el desayuno es muy bueno y las condiciones generales del hotel son óptimas,13,0,0,0.0,0,Average,Average
quiero destacar especialmente la amabilidad cortesía y dedicación del personal de recepción siempre muy atentos para solucionar cualquier inquietud,21,0,0,0.0,0,Average,Average
el único aspecto en contra que quiero resaltar también es que la piscina estaba cerrada cosa que no estaba debidamente aclarado al reservar el hotel,27,0,0,0.0,0,Worst,Worst
parece un detalle menor pero no lo es cuando uno selecciona el hotel entre los que tienen piscina disponible,21,0,0,0.0,0,Worst,Worst
no me gusta pagar por servicios que no están disponibles,10,0,0,0.0,0,Worst,Worst
no obstante esto último recomiendo éste hotel,8,0,0,0.0,0,Worst,Worst
acrosstheboard great friendly helpful customer service,8,2,0,0.0,0,Good,Good
the rooms were exactly what we were expecting,8,0,0,0.0,0,Average,Average
the rates were better than we expected for what we got,11,0,0,0.0,0,Good,Good
the entire hotel was very clean,6,1,0,0.0,0,Good,Good
the location was great because there was plenty of things to do and places to eat around it as well,21,1,0,0.0,0,Good,Good
excellent,1,1,0,0.0,0,Good,Good
i was like a good area,6,0,0,0.0,0,Good,Good
i’m living in virginia,6,0,0,0.0,0,Average,Average
if i want to go to austin once again i will go to fairfield inn suites astin thanks again,20,0,0,0.0,0,Good,Good
great experience friendly staff breakfast amazing,8,3,0,0.0,0,Good,Good
estuvimos muy cómodos en nuestra estancia,6,0,0,0.0,0,Average,Average
omg the beds and pillows are amazing,7,1,0,0.0,0,Good,Good
they were working to install a bunch of tvs on our floor in the morning,16,0,0,0.0,0,Average,Average
also there were too many marriotts in austin named fairfield,11,0,0,0.0,0,Average,Average
가격만족,0,0,0,0.0,0,Neutral,Neutral
indoor pool got to take my kids swimming on a day in december,17,0,0,0.0,0,Average,Average
a very comfortable and hospitable place,6,1,0,0.0,0,Good,Good
my stay was awesome,4,1,0,0.0,0,Good,Good
excellent location,2,1,0,0.0,0,Good,Good
i have e enjoyed my stay i try to use marriott whenever i travel,15,1,0,0.0,0,Good,Good
i enjoyed my stay,4,1,0,0.0,0,Good,Good
staff was very friendly and accommodating,6,1,0,0.0,0,Good,Good
clean place bed was a little uncomfortable breakfast in the mornings,13,1,0,0.0,1,Good,Good
they tend to run out of coffee,7,0,0,0.0,0,Average,Average
i stay at this property plus nights per year and love that it is close to the domain as well as one of my offices,26,1,0,0.0,0,Good,Good
trip for a funeral,4,0,0,0.0,0,Worst,Average
we were comfortable and it was a good value,9,2,0,0.0,0,Good,Good
friendly staff clean and tidy,6,2,0,0.0,0,Good,Good
just as nice as any marriott hotel,7,0,0,0.0,0,Good,Good
its ok,3,0,1,0.0,0,Average,Average
nothing to write home about but its not a bad place by any stretch of the imagination,18,0,0,0.0,0,Good,Worst
the rooms are relatively large and the staff is friendly,10,0,0,0.0,0,Good,Good
otherwise its probably what youd expect pretty standard breakfast decor beds etc,19,0,1,0.0,0,Average,Average
its close to tech places but theres little to do around it,14,0,0,0.0,0,Average,Average
awesome hotel enjoy all the amenities,10,1,0,0.0,0,Good,Good
hotel staff were very friendly and the hotel was very clean,11,1,0,0.0,0,Good,Good
complimentary breakfast was good except for the vegetarian sausage,11,0,0,0.0,0,Good,Good
ive stayed at this fairfield inn suites several times over the past several years and have always had great customer service,23,1,0,0.0,0,Good,Good
if an issue arises they are prompt and courteous to get it resolved swiftly for their guests,18,1,0,0.0,1,Good,Good
was very pleased with the accommodations at the fairfield inn,10,0,0,0.0,0,Good,Good
staff was very helpful and friendly and complimentary breakfast one of the best we have ever experienced,17,2,0,0.0,0,Good,Good
will stay here again the next time we are in austin,11,0,0,0.0,0,Average,Average
optamos por esse hotel no final de semana que fomos a fórmula,13,0,0,0.0,0,Worst,Worst
é um hotel simples novo,6,0,0,0.0,0,Average,Average
para o nosso propósito de dormir foi bem atendido honesto,11,0,0,0.0,0,Average,Average
o quarto que reservamos para pessoas não estava disponível,10,0,0,0.0,0,Average,Average
ficamos em quartos separados esse ponto foi desagradável,11,0,0,0.0,0,Average,Average
friendly staff clean room good breakfast,8,3,0,0.0,0,Good,Good
best thing about this hotel was the front desk staff and service,12,1,0,0.0,0,Good,Good
anna was excellent as well as the evening desk clerk,10,1,0,0.0,0,Good,Good
the beds were just horrible,5,0,0,0.0,1,Worst,Worst
i did not get a good nights sleep,9,0,0,0.0,0,Worst,Good
the room was clean but dated,6,1,0,0.0,0,Good,Good
the hotel is off of the feeder road so it was noisy inside our room,15,0,0,0.0,1,Worst,Worst
the breakfast was standard,4,0,1,0.0,0,Average,Average
while we were eating breakfast two people walked on off the street fixed plates of food and left,18,0,0,0.0,0,Average,Average
the front desk clerk was in the back,8,0,0,0.0,0,Average,Average
at that point i really did not feel safe anymore,10,0,0,0.0,0,Worst,Worst
i am not sure if that is a common in this area,12,0,0,0.0,0,Worst,Worst
the staff was great and the room appeared clean but there was a musty smell,15,2,0,0.0,1,Good,Good
i didn’t report it because it was late and i didn’t have time to look for something else,22,0,0,0.0,0,Average,Average
the rooms there were limited i stayed the night and said i just wouldn’t come back,18,0,0,0.0,0,Worst,Worst
when we arrived there was no towels we notified front desk and they immediately gave them to us they were very friendly,24,0,0,0.0,0,Good,Good
we had a restful night beds were very comfortable and breakfast was great,14,2,0,0.0,0,Good,Good
well definitely stay here again when in town,9,0,0,0.0,0,Good,Good
too many hispanics in the breakfast buffet room was nice and clean,12,1,0,0.0,0,Good,Good
very disappointed,2,0,0,0.0,2,Worst,Worst
despite having do not disturb sign out someone entered my room and took a phone charger out of my bag,21,0,0,0.0,0,Good,Average
i called the front desk and they suggested it was just displaced,12,0,0,0.0,0,Average,Average
dishonest staff,2,0,0,0.0,0,Worst,Average
i am a marriott gold member and will never stay at this property again,14,0,0,0.0,0,Average,Average
call to confirm you have a room before you check in,12,0,0,0.0,0,Average,Average
i really enjoyed my stay,5,1,0,0.0,0,Good,Good
from the minute i walked into the facility the friendly staff greeted me and got me checked in quickly,20,1,0,0.0,0,Good,Good
the facility décor is nice updated clean and inviting,11,2,0,0.0,0,Good,Good
the room was clean and nicely appointed with separate living room area from the bedroom,15,1,0,0.0,0,Good,Good
i would recommend rooms on the front side of building as you do get some traffic noise on the back side of building,23,1,0,0.0,1,Good,Good
you have easy access on and off ih and there are plenty of restaurants and shopping close by,18,0,0,0.0,0,Good,Good
this location was close to our family we were visiting and easy to access the freeways,16,0,0,0.0,0,Good,Good
great service,2,2,0,0.0,0,Good,Good
clean rooms,2,1,0,0.0,0,Good,Good
great breakfast,2,2,0,0.0,0,Good,Good
the hotel staff was so friendly and helpful,8,1,0,0.0,0,Good,Good
it was clean and the breakfast was great,8,2,0,0.0,0,Good,Good
good like i said the room could’ve been vacuumed and it wet near the fridge,18,0,0,0.0,0,Good,Good
it was nice to be able to check in at am instead of noon or pm like some chains,19,0,0,0.0,0,Good,Good
workworkwork,1,0,0,0.0,0,Average,Average
staff was superb,3,1,0,0.0,0,Good,Good
overall the hotel was okay,6,0,1,0.0,0,Average,Average
the pool looked very dirty the carpet in the room was sticky in random spots the tv was small and random channels would not be available,28,0,0,0.0,2,Worst,Worst
i probably would not stay in the hotel again due to there being many other options in the immediate area,20,0,0,0.0,2,Worst,Worst
the staff was very helpful and made up for the dated appearance of the rooms,15,1,0,0.0,0,Good,Good
warning get your room rate in writing,8,0,0,0.0,0,Worst,Average
we were told that we would be given their special wedding discount as we were in a block prereserved group,20,0,0,0.0,0,Worst,Good
when we arrived we asked to also pay for our sons room,13,0,0,0.0,0,Worst,Worst
both rooms cost over a thousand dollars for the two days that we were there we went down to the front desk and were told that no discount would be applied because it was their busy season,40,0,0,0.0,0,Worst,Worst
this was for oct,4,0,0,0.0,0,Average,Average
th until the nd,0,0,0,0.0,0,Neutral,Neutral
yes folks,2,0,0,0.0,0,Good,Average
for each room that was advertised at,0,0,0,0.0,0,Neutral,Neutral
beware,1,0,0,0.0,0,Average,Average
and be sure to protect your pocket book by booking elsewhere,11,0,0,0.0,0,Good,Good
ok place not bad some were in the middle,9,0,2,0.0,0,Average,Average
if you need a comfortable and clean place to stay this is where you need to make reservations,19,2,0,0.0,0,Good,Good
the breakfast was bountiful with many choices for different appetites,10,0,0,0.0,0,Average,Average
access to the location was easy oneasy off from ih,11,0,0,0.0,0,Good,Good
this will be my familys destination from now on to stay when we come to austin,17,0,0,0.0,0,Average,Average
i came for a conference,5,0,0,0.0,0,Average,Average
my wife and i enjoyed our stay,7,1,0,0.0,0,Good,Good
excellent staff very nice accommodations breakfast great room clean,12,3,0,0.0,0,Good,Good
great location,2,2,0,0.0,0,Good,Good
very comfortable hotel,3,1,0,0.0,0,Good,Good
아늑한 장소,0,0,0,0.0,0,Neutral,Neutral
오스틴 동서남북으로 연결되는 중심에 위치함,0,0,0,0.0,0,Neutral,Neutral
무료 와이파이와 조식 제공됨,0,0,0,0.0,0,Neutral,Neutral
excellent customer service quality second to none excellent place to stay,11,2,0,0.0,0,Good,Good
i had a great experience here,6,1,0,0.0,0,Good,Good
my room was always clean and the bed was extremely comfy i was very glad we chose this hotel to stay at,23,1,0,0.0,0,Good,Good
breakfast was great every morning and the business center was easy to use,14,1,0,0.0,0,Good,Good
i especially liked the cookies up at the front desk each day friendly staff would definitely recommend,21,2,0,0.0,0,Good,Good
nice,1,0,0,0.0,0,Good,Good
not a five star hotel but the staff gave five star service,13,0,0,0.0,0,Average,Average
upgraded my room after the first night was on the noisier side facing i,16,0,0,0.0,0,Average,Average
breakfast was better than average for a business hotel,9,0,0,1.5,0,Medium,Medium
they need more than one washer and dryer though,9,0,0,0.0,0,Average,Average
and you pay,0,0,0,0.0,0,Neutral,Neutral
for wash and,0,0,0,0.0,0,Neutral,Neutral
for dry,0,0,0,0.0,0,Neutral,Neutral
overall nice place,3,0,0,0.0,0,Good,Good
id stay there again,5,0,0,0.0,0,Average,Average
excelente atencion limpieza comodidad,6,0,0,0.0,0,Average,Average
love the customer service and the hospitality,7,1,0,0.0,0,Good,Good
very nice hotel and good breakfast,6,0,0,0.0,0,Good,Good
good service very helpful,5,1,0,0.0,0,Good,Good
no water but you can get the bottle of water from frontdesk,12,0,0,0.0,0,Worst,Worst
just like in flights,4,0,0,0.0,0,Good,Good
they overbooked my reservation didnt get a notice or call and its and i dont have a room to sleep in,26,0,0,0.0,0,Average,Average
they gave me my money back and an apology does that even help i just happen to come driving straight from canada,24,0,0,0.0,0,Good,Good
clean and nice place to stay,6,1,0,0.0,0,Good,Good
front desk was friendly and the breakfast was good,9,0,0,0.0,0,Good,Good
staff was very understanding and helpful filing for fema paperwork,10,1,0,0.0,0,Good,Good
fled to austin during hurricane harvey and stayed here at fairfield inn,12,0,0,0.0,0,Average,Average
check in time is normally at kelsey was so awesome and let us check in before am,20,1,0,0.0,0,Good,Good
the staff was so kind and did all they could to make our stay with them comfortable,17,2,0,0.0,0,Good,Good
the front desk could not have been more helpful,9,1,0,0.0,1,Good,Good
thank you john natzul kelsey and bonnie for all your kindness,14,0,0,0.0,0,Good,Good
breakfast was great every morning it was even extended to make sure they took care of everyone,18,1,0,0.0,0,Good,Good
gloria you did a fantastic job in the kitchen trying to keep up with all the guests,18,1,0,0.0,0,Good,Good
the rooms were clean and the beds are comfortable,9,2,0,0.0,0,Good,Good
location is close to food grocery stores gas and convenient stores,14,1,0,0.0,0,Good,Good
iwould definitely stay here again and would recommend it,9,1,0,0.0,0,Good,Good
thank you again everyone,5,0,0,0.0,0,Good,Good
we evacuated from hurricane harvey,5,0,0,0.0,0,Average,Average
we initially stayed in the embassy suites and then moved here bc the fema emergency assistance had this place listed on their site,23,0,0,0.0,0,Worst,Worst
the only complaint i have about this place is that the free breakfast could be better,16,0,0,1.5,0,Medium,Medium
especially for those in an extended stay situation,8,0,0,0.0,0,Average,Average
as we know the hurricane turned into an extended flooding event,12,0,0,0.0,0,Average,Average
our home is located where the river meets the gulf so the effects of harvey took longer to impact us,20,0,0,0.0,0,Average,Average
with that we were in the es for one week and at this point have been at the fairfield for one week,23,0,0,0.0,0,Average,Average
