review,total_word_count,count_good,count_average,count_medium,count_worst,vader_score,sentiments
"Also provided the details of the call logs, between me and the staff of the hotel, that were made in December, January and March",27,0,0,0,0,0.0,Average
ISSUE:,2,0,0,0,1,0.0,Worst
"It was December, the pool was closed due to renovations yet that was never communicated prior to our stay",20,0,0,0,0,0.0,Average
I have a 4 yo and the pool was why I booked with you guys,15,0,0,0,0,0.0,Average
I was told I could walk across the parking lot to the other hotel and use their pool…again it is December and I have a 4 yo,27,0,0,0,0,0.0,Average
"I tried to go and swim at the other hotel’s pool, since my daughter was looking forward to swimming and playing in the pool",27,0,0,0,0,0.2023,Good
"We never went back…that pool was the smallest most disgusting thing I have seen ever…the water was nasty and jerky, there were random items in the pool",28,0,0,0,0,-0.807,Worst
"When we walked in and I saw all of this, I turned myself and my daughter right around and went back to the hotel",25,0,0,0,0,0.0,Average
That is when I said something to the front desk about how disappointing all of this was,17,0,0,0,1,-0.4939,Worst
"Apparently, this is STILL not being addressed as promised by the staff of the hotel",16,0,0,0,0,0.3612,Good
"As a customer, I shouldn’t have to go through all of this to get what was told would be given to me because of the very unpleasant and disappointing stay at your hotel",36,0,0,0,1,-0.7818,Worst
"It was conveniently located,  clean and the staff was friendly and accommodating",13,2,0,0,0,0.7096,Good
Though it felt like I was helping to pay for a lot of immigrants to stay there,17,0,0,0,0,0.5106,Good
We were in Golden for my son's graduation and selected the Holiday Inn Express as we had stayed there in 2020 when we dropped him off,27,0,0,0,0,0.4019,Good
The staff was super friendly,5,0,0,0,0,0.7964,Good
The room was clean and quiet,6,2,0,0,0,0.4019,Good
The breakfast was great,4,1,0,0,0,0.6249,Good
So was the spa!,5,0,0,0,0,0.0,Average
"Very nice, clean, hospitable",6,1,0,0,0,0.7245,Good
Enjoyed the stay,3,1,0,0,0,0.5106,Good
The property is beautiful and the service and staff were wonderful,11,2,0,0,0,0.8225,Good
"Rooms were very comfortable, and quiet",7,2,0,0,0,0.5563,Good
"Location was great for getting to hiking in the mountains, or just having great food options nearby",18,2,0,0,0,0.8481,Good
check in and out was easy and the workers were all friendly,12,0,0,0,0,0.7269,Good
ZERO STARS,2,0,0,0,0,0.0,Average
I am appalled at the recent experiences I've had with this hotel,13,0,0,0,0,-0.4588,Worst
I have a new manager onboarding and I reluctantly booked here as it was close to the mall and other hotels were sold out,24,0,0,0,0,-0.1027,Worst
"The first time, I called and asked for a cc auth form",13,0,0,0,0,0.0,Average
"Rosie, the front desk associate, sent over the documents",11,0,0,0,0,0.0,Average
I sent them back and asked that they confirm they had everything they need,14,0,0,0,0,0.0,Average
"I never heard back so I thought everything was ok, but felt it was poor customer service that they didn't confirm my employee was all set",28,0,1,0,0,-0.631,Average
"It turns out, I had inadvertantly left of the cc auth form, but HAD attached my id and picture of the cc",24,0,0,0,0,0.0,Average
"Instead of reaching back out to me for that form, they made my manager present her own card",19,0,0,0,0,0.2023,Good
"When I went back to them to ask that they remove the charge from her account and place on my corporate card, Andrew Gustafson responded by arguing with me and blaming me for not attaching the document",38,0,0,0,0,-0.7351,Worst
"He has now charged my card, but still hasn't credited my Managers card",15,0,0,0,0,-0.4705,Worst
Terrible service,2,0,0,0,1,-0.4767,Worst
"Then tonight, the same Front desk Manager, Andrew Gustafson, yelled and chastised my employee when she tried to check in on a cc auth form that was submitted late",32,0,0,0,0,-0.4939,Worst
"I travel weekly for work and prefer Marriott properties, the only reason I had to send my manager back to this Holiday inn Express was because all the other hotels in the area were sold out and we needed a last minute reservation",44,0,0,0,0,0.481,Good
Hampton Inn was incredible last week and has a seamless cc auth form that is completed online,17,0,0,0,0,0.0,Average
"Holiday inn has a cumbersome form that they want you to fax in 48 hours in advance and please make sure you don't book last minute, because Andrew will berate you and threaten that he won't allow you to check in",44,0,0,0,0,0.5162,Good
I will NEVER send another employee of my organization here again,11,0,0,0,0,0.0,Average
Andrew also sent me an email and assured me that my complaint would go nowhere since this location is a franchise and not connected to the larger Holiday Inn brand,30,0,0,0,0,0.4588,Good
"So, his behavior is going completely unchecked which explains why he thinks he can treat guests this way",19,0,0,0,0,0.4019,Good
"As a District Manager in the service industry, I would never allow one of my Leaders to speak to a guest this way and then continue to harass them via email",32,0,0,0,0,-0.5948,Worst
"There are so many better hotels in the area, so book in advance to avoid getting stuck at this place",21,0,0,0,1,-0.0056,Worst
Room was very roomy and the receptionist was very helpful and friendly when we informed her there were tears in the lamp shades and a dent in the room hvac unit,31,1,0,0,0,0.6865,Good
The bathroom did not have a vent fan,8,0,0,0,0,0.3182,Good
Difficult to shave,3,0,0,0,0,-0.3612,Worst
Only one person on duty in the AM made for a slow check-out and get a breakfast,17,0,0,0,1,0.0,Worst
Great place to stay,4,1,0,0,0,0.6249,Good
"Very friendly staff, extremely clean everything and a great location for Denver and the Golden area",17,4,0,0,0,0.8906,Good
Best breakfast ever,3,1,0,0,0,0.6369,Good
Staff was great,3,1,0,0,0,0.6249,Good
The hotel had a nice atmosphere and the staff was super friendly,12,0,0,0,0,0.872,Good
The hotel wasn't very clean,6,1,0,0,0,-0.3559,Good
Our room had an awful musty smell and the bathroom had a terrible moldy musty smell,16,0,0,0,4,-0.7269,Worst
The bathroom wasn't cleaned very well,7,0,0,0,0,-0.2572,Worst
The beds were pretty hard,5,0,0,0,0,0.4215,Good
"had to move some furniture around to look for my wallet, when i did, it looked like some areas havent been cleaned/vaccumed in quite a while, pillows are way to soft, the room could use some USB ports for charging plugs",45,0,0,0,0,0.3612,Good
We stay here once a year for 5-6 nights while visiting family,12,0,0,0,0,0.0,Average
It's a great location in Golden,7,2,0,0,0,0.6249,Good
"Close to our family, restaurants, and shopping",9,0,0,0,0,0.0,Average
We enjoyed an upgrade to our room which is always appreciated,11,1,0,0,0,0.765,Good
"The beds are comfortable, staff accommodates our needs, and the rooms are generally clean",16,2,0,0,0,0.7184,Good
The breakfast could be better,5,0,0,1.5,0,0.4404,Medium
Choices are somewhat limited and the fruit offerings were not the best,12,1,0,0,0,-0.6092,Good
"Oatmeal, bacon, were not prepared well",8,0,0,0,0,-0.357,Worst
The toasters need an update,5,0,0,0,0,0.0,Average
"Overall, this is a good hotel and we will be back",12,0,0,0,0,0.4404,Good
"I recommend this hotel not only for the clean and friendly service, but  also because of the great location & proximity to metro Denver is wonderful",27,5,0,0,0,0.9468,Good
"The location provided easy access to travel by auto to Golden CO and also metro Denver, Lookout Mountain",19,0,0,0,0,0.4404,Good
Well maintained older hotel with comfy rooms and friendly staff,10,1,0,0,0,0.6486,Good
Love this hotel,3,1,0,0,0,0.6369,Good
Close to Denver and Red Rocks,6,0,0,0,0,0.0,Average
Staff was kind and helpful,5,2,0,0,0,0.7351,Good
Clean with comfortable beds,4,2,0,0,0,0.7184,Good
This was a good hotel,5,0,0,0,0,0.4404,Good
The front desk staff was excellent,6,1,0,0,0,0.5719,Good
They had info about the area and helped with out even asking,12,0,0,0,0,0.0,Average
"So easy to navigate this area of Brighton, CO",10,0,0,0,0,0.4927,Good
Simple access to other needs outside the hotel like restaurants were a short and convenient ride,16,1,0,0,0,0.3612,Good
The best impression was at my initial arrival and how extremely professional Jonae was,14,2,0,0,0,0.7269,Good
Her smile and demeanor built the foundation for compliments and peace of mind that the experience would go well,19,0,0,0,0,0.8689,Good
Good quality for the money,5,0,0,0,0,0.4404,Good
Our stay here was good and I would stay here again,11,0,0,0,0,0.4404,Good
"Beds and pillows were comfortable, rooms were clean and breakfast was good",13,2,0,0,0,0.836,Good
Staff was friendly,3,0,0,0,0,0.4939,Good
"The stay was great; the staff was very welcoming and helpful, and the breakfast was really good; everything was clean and comfortable",25,5,0,0,0,0.9615,Good
"The room, the pool, the bathrooms - all unfortunately dirty",12,0,0,0,1,-0.6486,Worst
"Front desk was not staffed, we waited a long time for everything",13,0,0,0,0,0.0,Average
Very poor condition,3,0,0,0,0,-0.5256,Worst
Couch mattress,2,0,0,0,0,0.0,Average
Should be burned,3,0,0,0,0,0.0,Average
Broken closet door blocked the bathroom door,7,0,0,0,1,-0.6369,Worst
Cold breakfast items that were supposed to be warm,9,0,0,0,0,0.2263,Good
No place to heat anything up at breakfast area,9,0,0,0,0,-0.296,Worst
We booked on the fact the hotel was newer and that the rating deemed to be in high regard,19,0,0,0,0,0.0,Average
The room could Have been a lot cleaner and the water pressure was a definite problem,16,0,0,0,1,-0.2732,Worst
Staff should be more helpful and there should be more carts available and staff to help,16,1,0,0,0,0.6997,Good
This is a great hotel,5,1,0,0,0,0.6249,Good
The staff are very friendly and helpful,7,1,0,0,0,0.762,Good
The room was very clean,5,1,0,0,0,0.4576,Good
"The location is central to many things:  downtown Golden, many hiking trails and major highways",17,0,0,0,0,0.0,Average
"Called for a late check—in, and they had our room ready",14,0,0,0,0,0.3612,Good
"It was quiet, and the bed was comfortable",9,2,0,0,0,0.5106,Good
"Breakfast was so good, my 12 y/o didn’t even want lunch! The EV chargers were an added bonus, as I arrived on “fumes”",30,0,0,0,0,0.8331,Good
One of the reasons we picked this hotel,8,0,0,0,0,0.0,Average
More hotels should offer this benefit,6,0,0,0,0,0.5423,Good
"Now for the bad, which wasn’t so bad",11,0,0,0,0,-0.8398,Worst
The hotel needs updating,4,0,0,0,0,0.0,Average
The decor seems straight out of the late 90s,9,0,0,0,0,0.2263,Good
It also felt dark,4,0,0,0,0,0.0,Average
Would have preferred a lighter feeling,6,0,0,0,0,0.128,Good
Updating the decor and the tech to USB-C would do wonders for this hotel,14,0,0,0,0,0.0,Average
The amount I paid was a great value for this property,11,2,0,0,0,0.7579,Good
"Would stay here again, even if they didn’t update it anytime soon",15,0,0,0,0,0.0,Average
We stay at this hotel because it feels safe and clean and the rooms are comfortable and usually quiet,19,3,0,0,0,0.836,Good
It is very easy to go quickly out if town on I-70 or into the city on highway 6 or I-70,0,0,0,0,0,0,Neutral
"Close to good restaurants and shopping,  but not in a busy area",13,0,0,0,0,0.2382,Good
This stay there was some little issues with the room's fan and TV and as an exhausted single gal I didn't feel like having staff in to try to do anything,33,0,0,0,1,-0.3204,Worst
Not sure they could have anyway,6,0,0,0,0,-0.2411,Worst
Friendly staff,2,1,0,0,0,0.4939,Good
Well lit parking,3,0,0,0,0,0.2732,Good
Good breakfast!,3,0,0,0,0,0.4926,Good
I had been traveling for two days and I needed to stay down in the city because I had a doctor appointment the next day,25,0,0,0,0,0.0,Average
I chose this hotel because I’ve stayed there before very friendly staff,14,1,0,0,0,0.5413,Good
The bed was super comfortable and the pillows were great,10,2,0,0,0,0.9062,Good
The only thing is I could smell the pool as soon as I walked in the building and on occasion my room on the fourth floor smelt a little musty but I got a great night sleep,37,1,0,0,1,0.7684,Good
I use the workout facilities,5,0,0,0,0,0.0,Average
I only use the treadmill,5,0,0,0,0,0.0,Average
It worked fine,3,0,1,0,0,0.2023,Average
I did notice there weren’t any wipes to wipe down the machine,14,0,0,0,0,0.0,Average
"And I honestly forgot to tell somebody at the front desk, so that is not a ding on them",20,0,0,0,0,0.4588,Good
"Knowing we were going to arrive late (after midnight), placed a call to the front desk to let them know",23,0,0,0,0,0.0,Average
"When we arrived, they had the room key waiting for us",12,0,0,0,0,0.0,Average
"Walked to our room, and proceeded to crash for the evening",12,0,0,0,0,-0.4019,Worst
